MODEL	MAINEFFS	MLE_BETA	SE	Z_MEAN	A_MEAN	PRIOR_BETA	SE	ADD_PROB1	-1	2.19728e-05	0.0223832	0.0148731	0	0.140462	0.082356	0
1	0	0.0243716	0.0223926	0.0175858	0	0.0741212	0.082356	0
1	1	-0.00166109	0.0223907	-0.0156909	0	-0.064162	0.082356	0
1	2	0.0673645	0.0224138	-0.0728002	0	0.0356419	0.082356	0
1	3	0.0166787	0.0223904	-0.0529186	0	-0.12152	0.082356	0
1	14	0.0504288	0.022399	-0.0150729	0	0.0486673	0.082356	0.73794
1	5	0.00821673	0.0223897	0.00589528	0	-0.060279	0.082356	0
2	-1	2.19728e-05	0.0223832	0.0193134	0	-0.0535067	0.0436164	0
2	0	0.0243716	0.0223926	0.016024	0	-0.0252	0.0436164	0
2	1	-0.00166109	0.0223907	0.00548876	0	0.00564448	0.0436164	0
2	2	0.0673645	0.0224138	0.0074919	0	0.0579011	0.0436164	2.00571e-05
2	3	0.0166787	0.0223904	0.00952081	0	0.0914076	0.0436164	0
2	14	0.0504288	0.022399	0.017461	0	0.0223547	0.0436164	0.73794
2	5	0.00821673	0.0223897	0.0259724	0	0.0338763	0.0436164	0
3	-1	2.19728e-05	0.0223832	0.0179514	0	-0.183879	0.0835484	0
3	0	0.0243716	0.0223926	0.037857	0	-0.0424491	0.0835484	0
3	1	-0.00166109	0.0223907	0.00926715	0	0.00768151	0.0835484	0
3	2	0.0673645	0.0224138	0.183413	0	0.179943	0.0835484	2.00571e-05
3	3	0.0166787	0.0223904	0.123789	0	0.112593	0.0835484	0
3	14	0.0504288	0.022399	0.155946	0	0.165716	0.0835484	0.73794
3	5	0.00821673	0.0223897	-0.000203092	0	0.0578221	0.0835484	0
4	-1	2.19728e-05	0.0223832	0.0117828	0	-0.0739688	0.0506221	0
4	0	0.0243716	0.0223926	0.020076	0	-0.0155986	0.0506221	0
4	1	-0.00166109	0.0223907	-0.00802208	0	-0.0452401	0.0506221	0
4	2	0.0673645	0.0224138	0.0402623	0	0.0783594	0.0506221	2.00571e-05
4	3	0.0166787	0.0223904	0.0265684	0	0.0923976	0.0506221	0
4	14	0.0504288	0.022399	0.0410511	0	0.0800894	0.0506221	0.73794
4	5	0.00821673	0.0223897	0.00077757	0	0.053175	0.0506221	0
5	-1	2.30299e-05	0.0223854	0.0266023	0	-0.0182762	0.0709478	0
5	0	0.0239037	0.0223959	0.0409838	0	-0.0315964	0.0709478	0
5	1	-0.00133189	0.0223941	0.00150957	0	-0.0651426	0.0709478	0
5	2	0.0678082	0.0224134	0.0872914	0	0.0907501	0.0709478	2.00571e-05
5	10	0.0324145	0.0223978	0.0204152	0	0.079666	0.0709478	0.00509341
5	14	0.0499586	0.022403	0.0715046	0	0.0620989	0.0709478	0.73794
5	5	0.00801645	0.0223924	0.00649603	0	-0.100531	0.0709478	0
6	-1	2.21001e-05	0.0223838	0.0200135	0	-0.020892	0.0381053	0
6	5	0.00780823	0.0223901	0.0200135	0	0.0228201	0.0381053	0
6	1	-0.00127635	0.0223926	0.0200135	0	0.0272799	0.0381053	0
6	2	0.067625	0.0224115	0.0200135	0	-0.00210753	0.0381053	2.00571e-05
6	10	0.0327164	0.0223946	0.0200135	0	0.107158	0.0381053	0.00509341
6	14	0.0495693	0.0223983	0.0200135	0	0.0458534	0.0381053	0.594923
7	-1	2.21001e-05	0.0223838	0.0200135	0	-0.0698921	0.0405305	0
7	5	0.00780823	0.0223901	0.0200135	0	-0.0893144	0.0405305	0
7	1	-0.00127635	0.0223926	0.0200135	0	-0.0171246	0.0405305	0
7	2	0.067625	0.0224115	0.0200135	0	-0.0276469	0.0405305	2.00571e-05
7	10	0.0327164	0.0223946	0.0200135	0	-0.0382611	0.0405305	0.00509341
7	14	0.0495693	0.0223983	0.0200135	0	-0.0137638	0.0405305	0.594923
8	-1	2.19663e-05	0.0223839	0.0200135	0	-0.0193925	0.0380659	0
8	5	0.00780931	0.02239	0.0200135	0	0.00345586	0.0380659	0
8	13	-0.007733	0.0223899	0.0200135	0	0.0197338	0.0380659	0.00723504
8	2	0.0677769	0.0224125	0.0200135	0	-0.0181143	0.0380659	2.00571e-05
8	10	0.0327003	0.0223934	0.0200135	0	0.0851294	0.0380659	0.00509341
8	14	0.0494874	0.022396	0.0200135	0	0.0333515	0.0380659	0.594923
9	-1	2.19663e-05	0.0223839	0.0200135	0	0.0320776	0.0523714	0
9	5	0.00780931	0.02239	0.0200135	0	0.0533991	0.0523714	0.000916205
9	13	-0.007733	0.0223899	0.0200135	0	0.0821083	0.0523714	0.00723504
9	2	0.0677769	0.0224125	0.0200135	0	0.0221162	0.0523714	2.00571e-05
9	10	0.0327003	0.0223934	0.0200135	0	-0.0303999	0.0523714	0.00509341
9	14	0.0494874	0.022396	0.0200135	0	0.0966868	0.0523714	0.594923
10	-1	1.41513e-05	0.0223896	0.0200135	0	0.00407321	0.0428578	0
10	5	0.00847001	0.0223984	0.0200135	0	0.0146296	0.0428578	0.000916205
10	6	-0.0457507	0.0224086	0.0200135	0	0.035075	0.0428578	0.0130456
10	2	0.0674001	0.0224156	0.0200135	0	0.0484626	0.0428578	2.00571e-05
10	10	0.0325344	0.0223992	0.0200135	0	-0.019334	0.0428578	0.00509341
10	14	0.0500176	0.0224022	0.0200135	0	0.0350026	0.0428578	0.594923
11	-1	1.41513e-05	0.0223896	0.0200135	0	0.0767871	0.0763552	0
11	5	0.00847001	0.0223984	0.0200135	0	0.0957848	0.0763552	0.121219
11	6	-0.0457507	0.0224086	0.0200135	0	0.0435642	0.0763552	0.0130456
11	2	0.0674001	0.0224156	0.0200135	0	-0.0745324	0.0763552	2.00571e-05
11	10	0.0325344	0.0223992	0.0200135	0	0.168872	0.0763552	0.00509341
11	14	0.0500176	0.0224022	0.0200135	0	0.0606168	0.0763552	0.594923
12	-1	1.41513e-05	0.0223896	0.0200135	0	0.0300769	0.0426108	0
12	5	0.00847001	0.0223984	0.0200135	0	0.0680054	0.0426108	0.121219
12	6	-0.0457507	0.0224086	0.0200135	0	0.00230175	0.0426108	0.0130456
12	2	0.0674001	0.0224156	0.0200135	0	-0.00253139	0.0426108	2.00571e-05
12	10	0.0325344	0.0223992	0.0200135	0	-0.0847778	0.0426108	0.00509341
12	14	0.0500176	0.0224022	0.0200135	0	0.0476707	0.0426108	0.594923
13	-1	1.41513e-05	0.0223896	0.0200135	0	-0.0472358	0.0840707	0
13	5	0.00847001	0.0223984	0.0200135	0	0.043524	0.0840707	0.121219
13	6	-0.0457507	0.0224086	0.0200135	0	0.0780414	0.0840707	0.00560168
13	2	0.0674001	0.0224156	0.0200135	0	0.15089	0.0840707	2.00571e-05
13	10	0.0325344	0.0223992	0.0200135	0	0.00233507	0.0840707	0.00509341
13	14	0.0500176	0.0224022	0.0200135	0	0.0256553	0.0840707	0.594923
14	-1	1.41513e-05	0.0223896	0.0200135	0	0.0141833	0.0556562	0
14	5	0.00847001	0.0223984	0.0200135	0	-0.0462559	0.0556562	0.121219
14	6	-0.0457507	0.0224086	0.0200135	0	-0.00615834	0.0556562	0.00560168
14	2	0.0674001	0.0224156	0.0200135	0	-0.108414	0.0556562	2.00571e-05
